,p,z,mdens_sum,mdens_to_divide,serpent_burnup,mdens_ratio,corrected_burnup
fuelP48Z6,48,6,0.00144626,0.0963916,4.27976,0.015004004498317281,0.06219335105548616
fuelP1Z7,1,7,0.0959052,0.0959052,0.0515756,1.0,0.0007738405344034127
fuelP2Z7,2,7,0.0955797,0.0959052,0.0679284,0.9966060234481551,0.0679284
fuelP3Z7,3,7,0.0947833,0.0959052,0.0757069,0.9883019898816748,0.07544995255658712
fuelP4Z7,4,7,0.0940426,0.0959052,0.0758815,0.9805787381706103,0.07499383744520631
fuelP5Z7,5,7,0.0933432,0.0959052,0.0744845,0.9732861200435431,0.07303791702326881
fuelP6Z7,6,7,0.0927111,0.0959052,0.070481,0.9666952365460894,0.06859817902678897
fuelP7Z7,7,7,0.0921803,0.0959052,0.0615816,0.9611606044302082,0.059530639378886654
fuelP8Z7,8,7,0.0912306,0.0959052,0.134968,0.9512581173909235,0.12972592445873635
fuelP9Z7,9,7,0.0899001,0.0959052,0.198367,0.9373850427296956,0.18869821897248532
fuelP10Z7,10,7,0.088395,0.0959052,0.246882,0.9216914202775242,0.2314234941191927
fuelP11Z7,11,7,0.0868899,0.0959052,0.282683,0.9059977978253526,0.2605464957583114
fuelP12Z7,12,7,0.0853507,0.0959052,0.323145,0.8899486159248926,0.2927686583782736
fuelP13Z7,13,7,0.0837883,0.0959052,0.359745,0.8736575284760367,0.3201545648359005
fuelP14Z7,14,7,0.0824172,0.0959052,0.331803,0.8593611191051163,0.2898821889209344
fuelP15Z7,15,7,0.0815039,0.0959052,0.234618,0.8498381735296939,0.20162158704220415
fuelP16Z7,16,7,0.0809132,0.0959052,0.148032,0.8436789663125671,0.12580324450394764
fuelP17Z7,17,7,0.079538,0.0959052,0.427292,0.8293398063921456,0.3604972728736294
fuelP18Z7,18,7,0.0774093,0.0959052,0.743311,0.8071439296305102,0.6164574008291521
fuelP19Z7,19,7,0.0744699,0.0959052,1.13834,0.7764949137273058,0.9188042208555949
fuelP20Z7,20,7,0.0716783,0.0959052,1.18995,0.7473870029987947,0.9239901225898076
fuelP21Z7,21,7,0.0691712,0.0959052,1.16301,0.7212455633271189,0.8692185583576283
fuelP22Z7,22,7,0.0675209,0.0959052,0.87781,0.7040379458048156,0.6331165679441781
fuelP23Z7,23,7,0.064024,0.0959052,2.12887,0.6675758978658092,1.4988052616854979
fuelP24Z7,24,7,0.0600669,0.0959052,2.71595,0.6263153614194017,1.8131027598086444
fuelP25Z7,25,7,0.0558311,0.0959052,3.3897,0.5821488303032578,2.123021180603346
fuelP26Z7,26,7,0.0517721,0.0959052,3.88984,0.5398257862973019,2.2644658060668243
fuelP27Z7,27,7,0.0460365,0.0959052,6.71076,0.48002089563443906,3.6226412936524817
fuelP28Z7,28,7,0.0416827,0.0959052,6.28219,0.4346239828497308,3.015582470345717
fuelP29Z7,29,7,0.0352151,0.0959052,11.7978,0.3671865550564516,5.1276068248645545
fuelP30Z7,30,7,0.029214,0.0959052,14.1949,0.3046133056393188,5.212176430370825
fuelP31Z7,31,7,0.0241892,0.0959052,15.5054,0.2522199004850624,4.723151149259894
fuelP32Z7,32,7,0.0188452,0.0959052,22.0531,0.19649820864770629,5.562230687387129
fuelP33Z7,33,7,0.0145575,0.0959052,24.553,0.15179051813665995,4.824620516927133
fuelP34Z7,34,7,0.0114003,0.0959052,24.0507,0.11887050962825792,3.650668214549367
fuelP35Z7,35,7,0.0083463,0.0959052,32.3942,0.08702656373168503,3.8507150629997122
fuelP36Z7,36,7,0.006147,0.0959052,33.3579,0.06409454336156956,2.903023410305176
fuelP37Z7,37,7,0.00433755,0.0959052,40.0559,0.04522747463119831,2.567364619436694
fuelP38Z7,38,7,0.00302079,0.0959052,43.4496,0.031497666445615045,1.965115681735714
fuelP39Z7,39,7,0.00223549,0.0959052,39.4392,0.02330937217168621,1.242242766481901
fuelP40Z7,40,7,0.00191761,0.0959052,23.8245,0.019994849080133298,0.5553341373043381
fuelP41Z7,41,7,0.00173401,0.0959052,19.0821,0.018080458619553475,0.3815437096320116
fuelP42Z7,42,7,0.00164842,0.0959052,13.199,0.01718801483131259,0.2386439733194863
fuelP43Z7,43,7,0.0016428,0.0959052,7.2869,0.017129415297606386,0.1252473452742917
fuelP44Z7,44,7,0.00159617,0.0959052,11.5866,0.0166432059992576,0.19847168328724615
fuelP45Z7,45,7,0.00152452,0.0959052,15.3797,0.015896114079319994,0.25596751530678213
fuelP46Z7,46,7,0.0015234,0.0959052,8.65958,0.015884435880431928,0.13765367155899783
fuelP47Z7,47,7,0.00154754,0.0959052,6.06772,0.01613614277432298,0.09638230928041441
fuelP48Z7,48,7,0.00158959,0.0959052,4.10221,0.016574596580790198,0.06619384625025548
fuelP1Z8,1,8,0.096407,0.096407,0.0453626,1.0,0.0007518667948557535
fuelP2Z8,2,8,0.0957464,0.096407,0.0579275,0.99314780047092,0.0579275
fuelP3Z8,3,8,0.0950636,0.096407,0.0630001,0.9860653272065305,0.06256841074444801
fuelP4Z8,4,8,0.0944161,0.096407,0.0621494,0.9793490099266651,0.061283368446689544
fuelP5Z8,5,8,0.0938312,0.096407,0.0592081,0.9732820230896096,0.057985394114638975
fuelP6Z8,6,8,0.0932914,0.096407,0.0572647,0.9676828446067193,0.05573470306761957
fuelP7Z8,7,8,0.0928423,0.096407,0.0503554,0.9630244691775494,0.048728056713309195
fuelP8Z8,8,8,0.0919961,0.096407,0.111588,0.9542470982397543,0.10746197446658438
fuelP9Z8,9,8,0.0908683,0.096407,0.157435,0.9425487775783915,0.1502318919113757
fuelP10Z8,10,8,0.0895647,0.096407,0.193687,0.9290269378779549,0.18255944508282593
fuelP11Z8,11,8,0.0882739,0.096407,0.218821,0.9156378686194986,0.20329060357339196
fuelP12Z8,12,8,0.0869399,0.096407,0.253451,0.9018006991193585,0.23206933343948052
fuelP13Z8,13,8,0.0855295,0.096407,0.292189,0.8871710560436482,0.2634962444749862
fuelP14Z8,14,8,0.0842674,0.096407,0.273299,0.8740796830105698,0.24246296244567303
fuelP15Z8,15,8,0.0834366,0.096407,0.191497,0.8654620515107824,0.16738363705747508
fuelP16Z8,16,8,0.0829312,0.096407,0.120641,0.8602196935907143,0.10441020735631229
fuelP17Z8,17,8,0.0816656,0.096407,0.352077,0.8470920161399068,0.3028635690603379
fuelP18Z8,18,8,0.0797324,0.096407,0.623038,0.8270395303245613,0.5277705155517752
fuelP19Z8,19,8,0.0770677,0.096407,0.913194,0.7993994212038544,0.7552475368552074
fuelP20Z8,20,8,0.0745905,0.096407,0.917362,0.7737041916043441,0.7333386518344103
fuelP21Z8,21,8,0.0723968,0.096407,0.885231,0.7509496198408828,0.6849069352381051
fuelP22Z8,22,8,0.0708522,0.096407,0.696495,0.7349279616625348,0.5230326554710757
fuelP23Z8,23,8,0.0677011,0.096407,1.68946,0.7022425757465743,1.241631394110386
fuelP24Z8,24,8,0.0641597,0.096407,2.06319,0.6655087286192911,1.4488598598545748
fuelP25Z8,25,8,0.0603029,0.096407,2.57983,0.6255033348200856,1.7168993833539057
fuelP26Z8,26,8,0.056504,0.096407,3.04848,0.5860985198170257,1.9068344061323346
fuelP27Z8,27,8,0.0511419,0.096407,5.14245,0.5304791145871149,3.0139823332330637
fuelP28Z8,28,8,0.046949,0.096407,4.9329,0.4869874594168473,2.6168004243467795
fuelP29Z8,29,8,0.0406351,0.096407,9.29512,0.42149532710280374,4.526606873774726
fuelP30Z8,30,8,0.0346515,0.096407,11.1085,0.3594292945533001,4.682180841121495
fuelP31Z8,31,8,0.029498,0.096407,12.3427,0.30597363262003796,4.436327953883017
fuelP32Z8,32,8,0.023728,0.096407,17.8861,0.24612320682108144,5.4726749904052605
fuelP33Z8,33,8,0.0189924,0.096407,19.8971,0.1970022923646623,4.897138058439739
fuelP34Z8,34,8,0.0153595,0.096407,19.659,0.15931934403103507,3.872868065596896
fuelP35Z8,35,8,0.0116632,0.096407,27.1329,0.12097876710197392,4.322795829659671
fuelP36Z8,36,8,0.00888695,0.096407,28.0831,0.09218158432478968,3.397458814401444
fuelP37Z8,37,8,0.00647598,0.096407,34.5439,0.06717333803561981,3.184311430757102
fuelP38Z8,38,8,0.00462921,0.096407,37.8715,0.04801736388436524,2.5439550714159753
fuelP39Z8,39,8,0.00349053,0.096407,34.1321,0.036206188347319174,1.638933465837543
fuelP40Z8,40,8,0.00300334,0.096407,20.2489,0.031152717126349747,0.7331354872260312
fuelP41Z8,41,8,0.00270039,0.096407,16.3561,0.028010310454635035,0.5095369565902891
fuelP42Z8,42,8,0.00253857,0.096407,11.2949,0.026331801632661526,0.3163736555540573
fuelP43Z8,43,8,0.00249586,0.096407,6.38623,0.025888784009459893,0.16816094154055203
fuelP44Z8,44,8,0.00238987,0.096407,10.1919,0.024789382513717883,0.2638558977460143
fuelP45Z8,45,8,0.00224282,0.096407,13.2823,0.023264078334560765,0.32926001536195504
fuelP46Z8,46,8,0.00220464,0.096407,7.57675,0.02286804900059124,0.17626610552138328
fuelP47Z8,47,8,0.00220489,0.096407,5.40306,0.022870642173286174,0.12355744083313451
fuelP48Z8,48,8,0.00223161,0.096407,3.62559,0.02314780047092016,0.08291957155704462
fuelP1Z9,1,9,0.096385,0.096385,0.0352331,1.0,0.0008155687687719772
fuelP2Z9,2,9,0.095992,0.096385,0.0449835,0.9959226020646366,0.0449835
fuelP3Z9,3,9,0.0954801,0.096385,0.0459186,0.9906116096903045,0.045731371595165216
fuelP4Z9,4,9,0.0949761,0.096385,0.0438358,0.985382580277014,0.04342425240006225
fuelP5Z9,5,9,0.0945228,0.096385,0.0413594,0.9806795663225606,0.04075483229070913
fuelP6Z9,6,9,0.0941263,0.096385,0.0400151,0.9765658556829382,0.039241990914353896
fuelP7Z9,7,9,0.0937609,0.096385,0.0356507,0.9727748093583026,0.03481525635119573
fuelP8Z9,8,9,0.0930939,0.096385,0.0791563,0.9658546454323805,0.0770012546420086
fuelP9Z9,9,9,0.0922217,0.096385,0.10893,0.9568055195310474,0.10521054652694921
fuelP10Z9,10,9,0.0912446,0.096385,0.128794,0.9466680500077812,0.12323081008248171
fuelP11Z9,11,9,0.0902687,0.096385,0.143177,0.9365430305545468,0.1355410913959641
fuelP12Z9,12,9,0.0892314,0.096385,0.166654,0.9257809825180267,0.15607864221403744
fuelP13Z9,13,9,0.0880578,0.096385,0.201884,0.9136048140270789,0.1869003678746693
fuelP14Z9,14,9,0.0870269,0.096385,0.192964,0.9029091663640608,0.17629283933392126
fuelP15Z9,15,9,0.0863206,0.096385,0.135462,0.8955812626446024,0.12230988149400841
fuelP16Z9,16,9,0.0858905,0.096385,0.0840137,0.8911189500440939,0.07524109552544482
fuelP17Z9,17,9,0.0848337,0.096385,0.250517,0.8801545883695596,0.22324044600819626
fuelP18Z9,18,9,0.0831984,0.096385,0.452971,0.8631882554339368,0.3986845040483478
fuelP19Z9,19,9,0.0810281,0.096385,0.620201,0.8406712662758729,0.5353502192083831
fuelP20Z9,20,9,0.0790588,0.096385,0.582086,0.8202396638481091,0.4893429747014577
fuelP21Z9,21,9,0.0773377,0.096385,0.5509,0.8023831509052238,0.45187003081392324
fuelP22Z9,22,9,0.0760353,0.096385,0.465634,0.7888706748975464,0.373616876088603
fuelP23Z9,23,9,0.0734159,0.096385,1.11001,0.7616942470301397,0.8756543378430254
fuelP24Z9,24,9,0.0705244,0.096385,1.28393,0.7316947657830576,0.9779620945894072
fuelP25Z9,25,9,0.0673304,0.096385,1.60223,0.6985568293821652,1.1723433045805884
fuelP26Z9,26,9,0.0640439,0.096385,1.98795,0.6644592000830005,1.3886960489702755
fuelP27Z9,27,9,0.0594833,0.096385,3.18617,0.6171427089277377,2.117079969528454
fuelP28Z9,28,9,0.055753,0.096385,3.17523,0.5784406287285365,1.9595700436686205
fuelP29Z9,29,9,0.0500167,0.096385,5.93677,0.5189261814597707,3.4340689714167136
fuelP30Z9,30,9,0.0444321,0.096385,7.00414,0.46098563054417185,3.634631624609638
fuelP31Z9,31,9,0.0393253,0.096385,7.99095,0.40800228251283915,3.68371312439695
fuelP32Z9,32,9,0.033299,0.096385,11.8613,0.34547906831975933,4.839437473569539
fuelP33Z9,33,9,0.0281381,0.096385,13.1451,0.29193442963116667,4.541356900970068
fuelP34Z9,34,9,0.0239611,0.096385,13.1873,0.2485978108626861,3.8498269038750843
fuelP35Z9,35,9,0.0193422,0.096385,18.8494,0.20067645380505267,4.685919576075115
fuelP36Z9,36,9,0.015638,0.096385,19.7761,0.1622451626290398,3.968597618094102
fuelP37Z9,37,9,0.0121488,0.096385,25.1389,0.12604450900036313,4.078664918815169
fuelP38Z9,38,9,0.00922728,0.096385,28.217,0.09573356850132281,3.556597910463246
fuelP39Z9,39,9,0.0073024,0.096385,25.2418,0.07576282616589718,2.41648758939669
fuelP40Z9,40,9,0.00642147,0.096385,14.6852,0.06662312600508379,1.1125922548114333
fuelP41Z9,41,9,0.00583724,0.096385,12.0109,0.06056170565959433,0.8002037041344608
fuelP42Z9,42,9,0.00548844,0.096385,8.34949,0.05694288530372983,0.5056593557877263
fuelP43Z9,43,9,0.0053373,0.096385,4.90915,0.05537479898324428,0.2795411653888053
fuelP44Z9,44,9,0.00506825,0.096385,7.83907,0.05258338953156611,0.43408692546558075
fuelP45Z9,45,9,0.00472846,0.096385,9.90927,0.04905804845152254,0.5210630043834621
fuelP46Z9,46,9,0.0045789,0.096385,5.81614,0.047506354723245325,0.2853284779208383
fuelP47Z9,47,9,0.00450919,0.096385,4.25943,0.0467831094049904,0.20234999249883284
fuelP48Z9,48,9,0.00448768,0.096385,2.82525,0.046559941899673184,0.13217397984644913
fuelP1Z10,1,10,0.0971305,0.0971305,0.0250568,1.0,0.001166643152191731
fuelP2Z10,2,10,0.0962865,0.0971305,0.0302178,0.9913106593706406,0.0302178
fuelP3Z10,3,10,0.0959017,0.0971305,0.0305308,0.987348978950999,0.030265507479113152
fuelP4Z10,4,10,0.0955708,0.0971305,0.0280246,0.9839422220620712,0.027670060195510167
fuelP5Z10,5,10,0.0952709,0.0971305,0.0258659,0.9808546234190085,0.02545055112163533
fuelP6Z10,6,10,0.0949729,0.0971305,0.0250996,0.9777865860877891,0.024619058705967745
fuelP7Z10,7,10,0.094713,0.0971305,0.022253,0.9751108045361654,0.02175868490021157
fuelP8Z10,8,10,0.0942657,0.0971305,0.0493103,0.9705056599111505,0.04808300630491968
fuelP9Z10,9,10,0.0936558,0.0971305,0.0640975,0.9642264788094368,0.062206986536154966
fuelP10Z10,10,10,0.0930016,0.0971305,0.0740882,0.9574912102789547,0.07143780420732933
fuelP11Z10,11,10,0.0923275,0.0971305,0.0805975,0.9505510627454817,0.07717139782045805
fuelP12Z10,12,10,0.091605,0.0971305,0.0967838,0.9431126165313677,0.09199794394654616
fuelP13Z10,13,10,0.0907844,0.0971305,0.1209,0.9346641889005,0.11402231533864235
fuelP14Z10,14,10,0.0900103,0.0971305,0.116695,0.9266944986384298,0.10907063752374384
fuelP15Z10,15,10,0.0894938,0.0971305,0.0808028,0.9213769104452257,0.07487951023458131
fuelP16Z10,16,10,0.089166,0.0971305,0.0493527,0.9180020693808845,0.04547243824813009
fuelP17Z10,17,10,0.0884103,0.0971305,0.147207,0.9102218149808763,0.13513633062735186
fuelP18Z10,18,10,0.0871479,0.0971305,0.271757,0.8972248675750666,0.24735914977375803
fuelP19Z10,19,10,0.085609,0.0971305,0.350766,0.881381234524686,0.31471597789983585
fuelP20Z10,20,10,0.0842316,0.0971305,0.305039,0.8672003129809895,0.2688556503981757
fuelP21Z10,21,10,0.0830204,0.0971305,0.282389,0.8547304914522215,0.24488782918238866
fuelP22Z10,22,10,0.0820888,0.0971305,0.251601,0.845139271392611,0.21505104637987038
fuelP23Z10,23,10,0.0801641,0.0971305,0.594031,0.8253236624953028,0.5020389265246241
fuelP24Z10,24,10,0.0780913,0.0971305,0.641469,0.8039833008169422,0.5294195444571993
fuelP25Z10,25,10,0.0758114,0.0971305,0.793389,0.7805107561476571,0.637871507051853
fuelP26Z10,26,10,0.073343,0.0971305,1.02491,0.7550975234349665,0.7999532790832952
fuelP27Z10,27,10,0.0699174,0.0971305,1.53879,0.7198295077241444,1.1619365180864922
fuelP28Z10,28,10,0.067021,0.0971305,1.59685,0.6900098321330581,1.1494597494093002
fuelP29Z10,29,10,0.0625102,0.0971305,2.92899,0.6435692187315004,2.021031898219406
fuelP30Z10,30,10,0.0579615,0.0971305,3.38232,0.5967384086358044,2.1767570398999285
fuelP31Z10,31,10,0.0535939,0.0971305,3.96569,0.5517721004215977,2.3664795397429232
fuelP32Z10,32,10,0.0481317,0.0971305,5.99242,0.4955364175001673,3.306450170008391
fuelP33Z10,33,10,0.0432501,0.0971305,6.55457,0.4452782596609716,3.2480281360540717
fuelP34Z10,34,10,0.0389504,0.0971305,6.73198,0.4010110109594824,2.9976043384724678
fuelP35Z10,35,10,0.0338941,0.0971305,9.9018,0.34895424197342756,3.9707308283186027
fuelP36Z10,36,10,0.0294897,0.0971305,10.5522,0.30360906203509713,3.682234952152002
fuelP37Z10,37,10,0.0248988,0.0971305,13.9626,0.25634378490793314,4.239171889571248
fuelP38Z10,38,10,0.0206767,0.0971305,16.1651,0.21287546136383526,4.143822917415229
fuelP39Z10,39,10,0.0176466,0.0971305,14.4526,0.1816792871446147,3.0766038929069657
fuelP40Z10,40,10,0.0161669,0.0971305,8.3513,0.16644514338956354,1.517258230730821
fuelP41Z10,41,10,0.0150787,0.0971305,6.98651,0.15524165941696996,1.1628706587426196
fuelP42Z10,42,10,0.0143873,0.0971305,4.92072,0.14812340099144966,0.7639007383262725
fuelP43Z10,43,10,0.014026,0.0971305,3.02361,0.14440366311302835,0.4478673964717571
fuelP44Z10,44,10,0.0134505,0.0971305,4.79273,0.13847864470995208,0.6920877683117044
fuelP45Z10,45,10,0.0127478,0.0971305,5.88511,0.1312440479561003,0.8149620567689861
fuelP46Z10,46,10,0.0123742,0.0971305,3.56751,0.12739767632206156,0.4682144535238674
fuelP47Z10,47,10,0.0121236,0.0971305,2.71579,0.12481764224419725,0.3459853353786916
fuelP48Z10,48,10,0.0119957,0.0971305,1.79432,0.12350085709432156,0.223962791831608
fuelP1Z11,1,11,0.0969291,0.0969291,0.0176334,1.0,0.0021777400134870097
fuelP2Z11,2,11,0.0964461,0.0969291,0.0212464,0.9950169763259951,0.0212464
fuelP3Z11,3,11,0.0961458,0.0969291,0.0216018,0.9919188355199832,0.02149415771919888
fuelP4Z11,4,11,0.0958923,0.0969291,0.0189413,0.9893035218525705,0.01878823223923466
fuelP5Z11,5,11,0.095663,0.0969291,0.018272,0.9869378752098182,0.01807655395129017
fuelP6Z11,6,11,0.0954337,0.0969291,0.0174762,0.9845722285670659,0.017247923694741825
fuelP7Z11,7,11,0.0952276,0.0969291,0.0158974,0.9824459321297732,0.015652138546422074
fuelP8Z11,8,11,0.0948935,0.0969291,0.0307671,0.9789990828347731,0.030227012238429943
fuelP9Z11,9,11,0.094442,0.0969291,0.040255,0.9743410389655944,0.03940960807951379
fuelP10Z11,10,11,0.0939637,0.0969291,0.0448667,0.9694065043418333,0.043715467092957636
fuelP11Z11,11,11,0.0934831,0.0969291,0.0475682,0.9644482410339104,0.046112922479833195
fuelP12Z11,12,11,0.0929652,0.0969291,0.0564851,0.959105160369796,0.05447695533962453
fuelP13Z11,13,11,0.0923674,0.0969291,0.0700671,0.9529377658515348,0.06720171718214653
fuelP14Z11,14,11,0.0918057,0.0969291,0.0679043,0.9471428085064237,0.06470857193371238
fuelP15Z11,15,11,0.0914184,0.0969291,0.0464566,0.9431471044299389,0.04400103459765953
fuelP16Z11,16,11,0.0912051,0.0969291,0.0303281,0.9409465268944001,0.02860385969786163
fuelP17Z11,17,11,0.0906469,0.0969291,0.0793617,0.9351876784164921,0.0746751159834353
fuelP18Z11,18,11,0.0897725,0.0969291,0.145084,0.9261666517072789,0.13568076913537833
fuelP19Z11,19,11,0.0887534,0.0969291,0.176654,0.9156527812597042,0.16361104369069765
fuelP20Z11,20,11,0.0877986,0.0969291,0.152424,0.9058022822867436,0.13956745953072916
fuelP21Z11,21,11,0.0869741,0.0969291,0.141153,0.8972960648556522,0.12785670955162073
fuelP22Z11,22,11,0.0863036,0.0969291,0.129044,0.8903786375814898,0.11579067339323278
fuelP23Z11,23,11,0.0850349,0.0969291,0.279757,0.877289689061386,0.24908965651388484
fuelP24Z11,24,11,0.0836461,0.0969291,0.293369,0.8629616905552615,0.25736959879024973
fuelP25Z11,25,11,0.0820962,0.0969291,0.357194,0.8469716524758818,0.30824473809619607
fuelP26Z11,26,11,0.0804092,0.0969291,0.455376,0.8295671784840671,0.38569056321785716
fuelP27Z11,27,11,0.0781431,0.0969291,0.649426,0.8061882344930469,0.5387424944541938
fuelP28Z11,28,11,0.0761969,0.0969291,0.668256,0.786109640964375,0.5387401248293855
fuelP29Z11,29,11,0.0731741,0.0969291,1.17423,0.7549239598840802,0.923073523709598
fuelP30Z11,30,11,0.070073,0.0969291,1.32261,0.7229304718603597,0.9984699785822834
fuelP31Z11,31,11,0.0669725,0.0969291,1.54155,0.6909431739281598,1.1144334688963375
fuelP32Z11,32,11,0.0630328,0.0969291,2.32181,0.6502980013226162,1.604238770658141
fuelP33Z11,33,11,0.0593182,0.0969291,2.49435,0.6119751447191814,1.6220708195990676
fuelP34Z11,34,11,0.0559174,0.0969291,2.61542,0.5768897059809696,1.6005720330014412
fuelP35Z11,35,11,0.0516506,0.0969291,3.83294,0.5328699018148316,2.211183629642697
fuelP36Z11,36,11,0.0477731,0.0969291,4.11795,0.49286643536358016,2.1943316121783862
fuelP37Z11,37,11,0.0434835,0.0969291,5.49868,0.4486114077196631,2.710114810805011
fuelP38Z11,38,11,0.0391313,0.0969291,6.55467,0.4037105471937736,2.9404997358378444
fuelP39Z11,39,11,0.0357811,0.0969291,5.88546,0.3691471395071243,2.376022277087067
fuelP40Z11,40,11,0.0339973,0.0969291,3.50991,0.35074399741666845,1.2956732364274506
fuelP41Z11,41,11,0.0326507,0.0969291,2.92934,0.3368513686808192,1.0274484213925434
fuelP42Z11,42,11,0.0317315,0.0969291,2.13341,0.3273681484714085,0.7186420784573465
fuelP43Z11,43,11,0.0311972,0.0969291,1.36501,0.32185587197240045,0.44686079634495735
fuelP44Z11,44,11,0.0303939,0.0969291,2.10914,0.31356837110836683,0.6788390938118687
fuelP45Z11,45,11,0.029415,0.0969291,2.55949,0.30346923679266596,0.8025751101681537
fuelP46Z11,46,11,0.0288488,0.0969291,1.61329,0.2976278537611512,0.48958388502524003
fuelP47Z11,47,11,0.0284583,0.0969291,1.26499,0.2935991358632237,0.3764962587293187
fuelP48Z11,48,11,0.0282057,0.0969291,0.853494,0.2909931073330919,0.25058510086444624
