,p,z,mdens_sum,mdens_to_divide,serpent_burnup,mdens_ratio,corrected_burnup
fuelP37Z2,37,2,12.49621094810294,13.493676377054019,14.119,0.92607904613399,13.26638695003569
fuelP38Z2,38,2,12.287442214833595,13.493676377054019,16.4086,0.9106074483695471,15.195660636394187
fuelP39Z2,39,2,12.105658604262938,13.493676377054019,14.6179,0.8971356853384002,13.311168619521203
fuelP40Z2,40,2,12.001325504026013,13.493676377054019,8.46964,0.8894036857467734,7.5984162859695275
fuelP41Z2,41,2,11.913656276408672,13.493676377054019,7.04995,0.8829066255559405,6.270251514330465
fuelP42Z2,42,2,11.85430450283116,13.493676377054019,4.9742,0.8785081375591156,4.391754136840359
fuelP43Z2,43,2,11.817982364177569,13.493676377054019,3.04,0.8758163478912266,2.6706647381797115
fuelP44Z2,44,2,11.760288024742819,13.493676377054019,4.85093,0.8715406903296699,4.248523796475988
fuelP45Z2,45,2,11.688449772439608,13.493676377054019,5.95756,0.8662168445299164,5.1922559550804275
fuelP46Z2,46,2,11.645276481229255,13.493676377054019,3.59909,0.8630173242506418,3.117592382979177
fuelP47Z2,47,2,11.613382982329584,13.493676377054019,2.74461,0.8606537357067588,2.3686459783115543
fuelP48Z2,48,2,11.59172292825744,13.493676377054019,1.80492,0.8590485353546162,1.5534111406518432
fuelP1Z3,1,3,13.447991769033722,13.447991769033722,0.0352643,1.0,0.03029374526530579
fuelP2Z3,2,3,13.47052057100134,13.447991769033722,0.0445846,1.001675253997366,0.0445846
fuelP3Z3,3,3,13.469961887061357,13.447991769033722,0.0464764,1.0016337099549857,0.04655425977488318
fuelP4Z3,4,3,13.46931831096981,13.447991769033722,0.0444486,1.0015858532859303,0.04452121612030518
fuelP5Z3,5,3,13.468813607582849,13.447991769033722,0.0420798,1.0015483232669038,0.04214653238910129
